model,noise_type,noise_rate,seed,loss,model_preparation_time,micro_precision,micro_recall,micro_f1,overall_accuracy,climate-assets_f1,climate-assets_precision,climate-assets_recall,climate-datasets_f1,climate-datasets_precision,climate-datasets_recall,climate-greenhouse-gases_f1,climate-greenhouse-gases_precision,climate-greenhouse-gases_recall,climate-hazards_f1,climate-hazards_precision,climate-hazards_recall,climate-impacts_f1,climate-impacts_precision,climate-impacts_recall,climate-mitigations_f1,climate-mitigations_precision,climate-mitigations_recall,climate-models_f1,climate-models_precision,climate-models_recall,climate-nature_f1,climate-nature_precision,climate-nature_recall,climate-observations_f1,climate-observations_precision,climate-observations_recall,climate-organisms_f1,climate-organisms_precision,climate-organisms_recall,climate-organizations_f1,climate-organizations_precision,climate-organizations_recall,climate-problem-origins_f1,climate-problem-origins_precision,climate-problem-origins_recall,climate-properties_f1,climate-properties_precision,climate-properties_recall,runtime,samples_per_second,steps_per_second,epoch
nasa-smd-ibm-v0.1,switching,15,123,1.0388706922531128,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2472,143.526,4.811,0
nasa-smd-ibm-v0.1,switching,15,999,1.0390632152557373,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2395,144.418,4.841,0
nasa-smd-ibm-v0.1,switching,20,42,1.0390541553497314,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2482,143.405,4.807,0
nasa-smd-ibm-v0.1,switching,20,123,1.0392239093780518,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.254,142.743,4.785,0
nasa-smd-ibm-v0.1,switching,20,999,1.0387212038040161,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2471,143.538,4.811,0
nasa-smd-ibm-v0.1,switching,25,42,1.0391991138458252,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2491,143.3,4.803,0
nasa-smd-ibm-v0.1,switching,25,123,1.0393108129501343,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2393,144.44,4.842,0
nasa-smd-ibm-v0.1,switching,25,999,1.0386499166488647,0.0024,0.0,0.0,0.0,0.8147186147186147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2456,143.711,4.817,0
roberta-base,spelling,3,42,0.5524406433105469,0.0018,0.2857142857142857,0.2918918918918919,0.2887700534759358,0.8516017316017316,0.3529411764705882,0.6666666666666666,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.4923076923076923,0.5161290322580645,0.47058823529411764,0.0,0.0,0.0,0.04761904761904762,0.25,0.02631578947368421,0.48327137546468407,0.37142857142857144,0.6914893617021277,0.2719033232628399,0.19313304721030042,0.45918367346938777,0.0,0.0,0.0,0.27586206896551724,0.2222222222222222,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.23750000000000002,0.25675675675675674,0.22093023255813954,1.318,135.81,4.552,0
roberta-base,spelling,3,123,0.5568838119506836,0.0018,0.2817391304347826,0.2918918918918919,0.2867256637168142,0.8524675324675325,0.3529411764705882,0.6666666666666666,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5230769230769231,0.5483870967741935,0.5,0.0,0.0,0.0,0.04761904761904762,0.25,0.02631578947368421,0.4727272727272728,0.35911602209944754,0.6914893617021277,0.2805970149253731,0.19831223628691982,0.47959183673469385,0.0,0.0,0.0,0.24242424242424246,0.18181818181818182,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.2064516129032258,0.2318840579710145,0.18604651162790697,1.3272,134.866,4.521,0
roberta-base,spelling,3,999,0.5582378506660461,0.0018,0.2849557522123894,0.29009009009009007,0.28750000000000003,0.85004329004329,0.34782608695652173,0.631578947368421,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.49180327868852464,0.5555555555555556,0.4411764705882353,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.4814814814814815,0.3693181818181818,0.6914893617021277,0.281437125748503,0.19915254237288135,0.47959183673469385,0.0,0.0,0.0,0.3225806451612903,0.25,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21621621621621623,0.18604651162790697,1.3303,134.554,4.51,0
roberta-base,spelling,5,42,0.5608722567558289,0.0018,0.2750865051903114,0.2864864864864865,0.2806707855251544,0.8491774891774891,0.3283582089552239,0.6470588235294118,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.53125,0.5,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.4761904761904762,0.36312849162011174,0.6914893617021277,0.2831858407079646,0.1991701244813278,0.4897959183673469,0.0,0.0,0.0,0.2222222222222222,0.16,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.16774193548387095,0.18840579710144928,0.1511627906976744,1.363,131.331,4.402,0
roberta-base,spelling,5,123,0.5650421380996704,0.0018,0.2771929824561403,0.28468468468468466,0.28088888888888885,0.8481385281385282,0.34782608695652173,0.631578947368421,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.6153846153846154,0.47058823529411764,0.0,0.0,0.0,0.05,0.5,0.02631578947368421,0.463768115942029,0.3516483516483517,0.6808510638297872,0.27439024390243905,0.1956521739130435,0.45918367346938777,0.0,0.0,0.0,0.2222222222222222,0.16,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21621621621621623,0.18604651162790697,1.3738,130.293,4.367,0
roberta-base,spelling,5,999,0.5680831074714661,0.0018,0.2783687943262411,0.2828828828828829,0.2806076854334227,0.8481385281385282,0.30769230769230765,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580646,0.5714285714285714,0.47058823529411764,0.0,0.0,0.0,0.04761904761904762,0.25,0.02631578947368421,0.4761904761904762,0.36312849162011174,0.6914893617021277,0.27027027027027023,0.19148936170212766,0.45918367346938777,0.0,0.0,0.0,0.2051282051282051,0.14285714285714285,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.2119205298013245,0.24615384615384617,0.18604651162790697,1.3844,129.298,4.334,0
roberta-base,spelling,10,42,0.5831587910652161,0.0018,0.2628099173553719,0.2864864864864865,0.2741379310344828,0.8451948051948052,0.3283582089552239,0.6470588235294118,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580646,0.5714285714285714,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.42244224422442245,0.3062200956937799,0.6808510638297872,0.281524926686217,0.19753086419753085,0.4897959183673469,0.0,0.0,0.0,0.16666666666666666,0.12,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.22077922077922077,0.25,0.19767441860465115,1.4262,125.508,4.207,0
roberta-base,spelling,10,123,0.5852547883987427,0.0018,0.26812816188870153,0.2864864864864865,0.2770034843205575,0.8438095238095238,0.3529411764705882,0.6666666666666666,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5396825396825397,0.5862068965517241,0.5,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.44520547945205485,0.3282828282828283,0.6914893617021277,0.2697947214076246,0.18930041152263374,0.46938775510204084,0.0,0.0,0.0,0.21052631578947367,0.14814814814814814,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.18543046357615894,0.2153846153846154,0.16279069767441862,1.416,126.411,4.237,0
roberta-base,spelling,10,999,0.5800561904907227,0.0018,0.2653061224489796,0.2810810810810811,0.27296587926509186,0.843982683982684,0.36363636363636365,0.75,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.6521739130434783,0.4411764705882353,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.4421052631578948,0.3298429319371728,0.6702127659574468,0.2536873156342183,0.17842323651452283,0.4387755102040816,0.0,0.0,0.0,0.19047619047619047,0.12903225806451613,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.23684210526315788,0.2727272727272727,0.20930232558139536,1.4404,124.273,4.166,0
roberta-base,spelling,15,42,0.5988949537277222,0.0018,0.25041736227045075,0.2702702702702703,0.2599653379549393,0.8386147186147186,0.3333333333333333,0.6875,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6363636363636364,0.4117647058823529,0.0,0.0,0.0,0.05,0.5,0.02631578947368421,0.4131147540983606,0.2985781990521327,0.6702127659574468,0.2567164179104478,0.18143459915611815,0.4387755102040816,0.0,0.0,0.0,0.18604651162790697,0.125,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.17834394904458598,0.19718309859154928,0.16279069767441862,1.5044,118.981,3.988,0
roberta-base,spelling,15,123,0.5890887379646301,0.0018,0.2465986394557823,0.26126126126126126,0.2537182852143482,0.8427705627705627,0.3333333333333333,0.6875,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.45283018867924524,0.631578947368421,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.42524916943521596,0.30917874396135264,0.6808510638297872,0.239766081871345,0.1680327868852459,0.41836734693877553,0.0,0.0,0.0,0.2285714285714286,0.16666666666666666,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.17218543046357615,0.2,0.1511627906976744,1.4585,122.727,4.114,0
roberta-base,spelling,15,999,0.5901805758476257,0.0018,0.26949152542372884,0.2864864864864865,0.2777292576419214,0.8443290043290044,0.3333333333333333,0.6875,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.46875,0.5,0.4411764705882353,0.0,0.0,0.0,0.05,0.5,0.02631578947368421,0.4228187919463087,0.3088235294117647,0.6702127659574468,0.2822822822822823,0.2,0.47959183673469385,0.0,0.0,0.0,0.25641025641025644,0.17857142857142858,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.22818791946308725,0.2698412698412698,0.19767441860465115,1.4554,122.993,4.123,0
roberta-base,spelling,20,42,0.6135846376419067,0.0018,0.233278955954323,0.25765765765765763,0.24486301369863014,0.8375757575757575,0.1935483870967742,0.5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.6521739130434783,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.3726708074534162,0.2631578947368421,0.6382978723404256,0.2556818181818182,0.17716535433070865,0.45918367346938777,0.0,0.0,0.0,0.14634146341463417,0.1,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.1971830985915493,0.25,0.16279069767441862,1.5398,116.246,3.897,0
roberta-base,spelling,20,123,0.6268529295921326,0.0018,0.23500810372771475,0.26126126126126126,0.24744027303754268,0.8351515151515152,0.23333333333333336,0.7,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.45614035087719296,0.5652173913043478,0.38235294117647056,0.0,0.0,0.0,0.05,0.5,0.02631578947368421,0.35625,0.252212389380531,0.6063829787234043,0.27963525835866265,0.19913419913419914,0.46938775510204084,0.0,0.0,0.0,0.22727272727272727,0.15151515151515152,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.18823529411764706,0.19047619047619047,0.18604651162790697,1.5144,118.2,3.962,0
roberta-base,spelling,20,999,0.611539363861084,0.0018,0.2266244057052298,0.25765765765765763,0.2411467116357504,0.837922077922078,0.253968253968254,0.6153846153846154,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5454545454545454,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.3887147335423197,0.27555555555555555,0.6595744680851063,0.2586206896551724,0.18,0.45918367346938777,0.0,0.0,0.0,0.17777777777777776,0.11764705882352941,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16216216216216217,0.13953488372093023,1.4638,122.289,4.099,0
roberta-base,add-delete,5,42,0.5443201065063477,0.0018,0.29744525547445255,0.2979890310786106,0.29771689497716897,0.8551845342706502,0.3823529411764706,0.6842105263157895,0.2653061224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.49446494464944646,0.3785310734463277,0.7127659574468085,0.30625,0.22072072072072071,0.5,0.0,0.0,0.0,0.26666666666666666,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17218543046357615,0.2,0.1511627906976744,1.3017,137.515,4.609,0
roberta-base,add-delete,5,123,0.5502088665962219,0.0018,0.29906542056074764,0.2882882882882883,0.29357798165137616,0.8526408450704225,0.3529411764705882,0.6666666666666666,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.6,0.5294117647058824,0.0,0.0,0.0,0.09523809523809525,0.5,0.05263157894736842,0.4661654135338345,0.36046511627906974,0.6595744680851063,0.2987012987012987,0.21800947867298578,0.4742268041237113,0.0,0.0,0.0,0.25806451612903225,0.2,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.20382165605095545,0.22857142857142856,0.1839080459770115,1.3118,136.449,4.574,0
roberta-base,add-delete,5,999,0.5506404042243958,0.0018,0.29739776951672864,0.291970802919708,0.2946593001841621,0.8514275643285161,0.33333333333333337,0.6470588235294118,0.22448979591836735,0.0,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.6071428571428571,0.5151515151515151,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.475095785440613,0.36470588235294116,0.6813186813186813,0.3028391167192429,0.21818181818181817,0.4948453608247423,0.0,0.0,0.0,0.23076923076923075,0.1875,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923075,0.2571428571428571,0.20930232558139536,1.3199,135.619,4.546,0
roberta-base,add-delete,10,42,0.5477811694145203,0.0018,0.2730696798493409,0.26220614828209765,0.2675276752767528,0.8545806224723053,0.34920634920634924,0.6470588235294118,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.5423728813559322,0.64,0.47058823529411764,0.0,0.0,0.0,0.04651162790697674,0.25,0.02564102564102564,0.41064638783269963,0.32727272727272727,0.5510204081632653,0.29559748427672955,0.21171171171171171,0.4895833333333333,0.0,0.0,0.0,0.19354838709677416,0.14285714285714285,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1699346405228758,0.203125,0.14606741573033707,1.2869,139.089,4.662,0
roberta-base,add-delete,10,123,0.5415790677070618,0.0018,0.29333333333333333,0.27697841726618705,0.28492136910268273,0.8549067886035877,0.38805970149253727,0.6842105263157895,0.2708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.46875,0.45454545454545453,0.0,0.0,0.0,0.045454545454545456,0.25,0.025,0.46153846153846156,0.36809815950920244,0.6185567010309279,0.3057324840764331,0.22535211267605634,0.4752475247524752,0.0,0.0,0.0,0.30769230769230765,0.23529411764705882,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.17567567567567569,0.19696969696969696,0.15853658536585366,1.3104,136.604,4.579,0
roberta-base,add-delete,10,999,0.5500681400299072,0.0018,0.30353817504655495,0.2905525846702317,0.2969034608378871,0.8538611062025093,0.3283582089552239,0.5789473684210527,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.5806451612903226,0.5454545454545454,0.0,0.0,0.0,0.04878048780487805,0.25,0.02702702702702703,0.4638783269961977,0.3696969696969697,0.6224489795918368,0.325,0.23636363636363636,0.52,0.0,0.0,0.0,0.30769230769230765,0.26666666666666666,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.20125786163522016,0.22535211267605634,0.18181818181818182,1.3173,135.888,4.555,0
roberta-base,add-delete,15,42,0.5624987483024597,0.0018,0.2596899224806202,0.23801065719360567,0.24837812789620017,0.8507697690692793,0.25,0.5714285714285714,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0.47058823529411764,0.5,0.0,0.0,0.0,0.045454545454545456,0.25,0.025,0.4,0.32679738562091504,0.5154639175257731,0.2704402515723271,0.19282511210762332,0.45263157894736844,0.0,0.0,0.0,0.2857142857142857,0.2222222222222222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.1935483870967742,0.13953488372093023,1.2969,138.025,4.627,0
roberta-base,add-delete,15,123,0.5625033974647522,0.0018,0.2885375494071146,0.2659380692167577,0.2767772511848341,0.855796586059744,0.3448275862068965,0.7142857142857143,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5588235294117647,0.5588235294117647,0.5588235294117647,0.0,0.0,0.0,0.09302325581395349,0.4,0.05263157894736842,0.4365079365079365,0.35714285714285715,0.5612244897959183,0.2789115646258503,0.20707070707070707,0.4270833333333333,0.0,0.0,0.0,0.24,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.21621621621621623,0.19047619047619047,1.2875,139.028,4.66,0
roberta-base,add-delete,15,999,0.5620516538619995,0.0018,0.2810077519379845,0.25892857142857145,0.26951672862453535,0.8527542372881356,0.3870967741935483,0.7058823529411765,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.6153846153846154,0.5,0.0,0.0,0.0,0.04545454545454545,0.3333333333333333,0.024390243902439025,0.4392156862745098,0.35443037974683544,0.5773195876288659,0.28750000000000003,0.2072072072072072,0.46938775510204084,0.0,0.0,0.0,0.2,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1476510067114094,0.18333333333333332,0.12359550561797752,1.2878,138.998,4.659,0
roberta-base,add-delete,20,42,0.5542152523994446,0.0018,0.2997946611909651,0.2579505300353357,0.2773029439696107,0.85694125948139,0.31578947368421056,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5172413793103449,0.5555555555555556,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.4202334630350194,0.35064935064935066,0.5242718446601942,0.3116883116883117,0.22857142857142856,0.4897959183673469,0.0,0.0,0.0,0.34782608695652173,0.3076923076923077,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2105263157894737,0.2711864406779661,0.17204301075268819,1.2979,137.912,4.623,0
roberta-base,add-delete,20,123,0.5414833426475525,0.0018,0.30735930735930733,0.25678119349005424,0.2798029556650246,0.8619039177450807,0.37499999999999994,0.7058823529411765,0.2553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310344,0.5714285714285714,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.42500000000000004,0.3493150684931507,0.5425531914893617,0.29235880398671094,0.2146341463414634,0.4583333333333333,0.0,0.0,0.0,0.33333333333333326,0.375,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.23703703703703702,0.32653061224489793,0.18604651162790697,1.306,137.057,4.594,0
roberta-base,add-delete,20,999,0.5545447468757629,0.0018,0.2755741127348643,0.2395644283121597,0.25631067961165044,0.8575508746876116,0.32786885245901637,0.7142857142857143,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6190476190476191,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.43724696356275305,0.3673469387755102,0.54,0.2389937106918239,0.17117117117117117,0.3958333333333333,0.0,0.0,0.0,0.1818181818181818,0.16666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.21126760563380284,0.2727272727272727,0.1724137931034483,1.2475,143.488,4.81,0
roberta-base,add-delete,25,42,0.5584250688552856,0.0018,0.29018789144050106,0.24777183600713013,0.2673076923076923,0.8583820145158435,0.39999999999999997,0.8125,0.2653061224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580646,0.5333333333333333,0.5,0.0,0.0,0.0,0.08695652173913045,0.6666666666666666,0.046511627906976744,0.35341365461847385,0.29333333333333333,0.4444444444444444,0.30322580645161284,0.22065727699530516,0.4845360824742268,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0.2978723404255319,0.16470588235294117,1.3055,137.111,4.596,0
roberta-base,add-delete,25,123,0.566159188747406,0.0018,0.2723404255319149,0.23104693140794225,0.25,0.8550311665182547,0.3272727272727273,0.6,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.3934426229508197,0.42857142857142855,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.39166666666666666,0.3333333333333333,0.47474747474747475,0.3026315789473684,0.2169811320754717,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.14388489208633093,0.19230769230769232,0.11494252873563218,1.3339,134.19,4.498,0
roberta-base,add-delete,25,999,0.5592635273933411,0.0018,0.26024590163934425,0.23694029850746268,0.248046875,0.8580402010050251,0.39393939393939387,0.7222222222222222,0.2708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.47887323943661975,0.4594594594594595,0.5,0.0,0.0,0.0,0.04761904761904762,0.25,0.02631578947368421,0.3722943722943723,0.30935251798561153,0.4673913043478261,0.2534246575342466,0.1796116504854369,0.43023255813953487,0.0,0.0,0.0,0.3636363636363636,0.3333333333333333,0.4,0.04878048780487805,0.125,0.030303030303030304,0.0,0.0,0.0,0.15068493150684933,0.1864406779661017,0.12643678160919541,1.2297,145.561,4.879,0
roberta-base,ocr,5,42,0.5689612030982971,0.0018,0.2685025817555938,0.2810810810810811,0.2746478873239437,0.8470995670995671,0.2769230769230769,0.6,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.43749999999999994,0.4666666666666667,0.4117647058823529,0.0,0.0,0.0,0.04761904761904762,0.25,0.02631578947368421,0.48727272727272725,0.3701657458563536,0.7127659574468085,0.27299703264094954,0.19246861924686193,0.46938775510204084,0.0,0.0,0.0,0.21621621621621623,0.15384615384615385,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301885,0.2054794520547945,0.1744186046511628,1.4065,127.27,4.266,0
roberta-base,ocr,5,123,0.5690767765045166,0.0018,0.26608695652173914,0.2756756756756757,0.27079646017699116,0.8479653679653679,0.3529411764705882,0.6666666666666666,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.6296296296296297,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.43356643356643354,0.3229166666666667,0.6595744680851063,0.25625000000000003,0.18468468468468469,0.41836734693877553,0.0,0.0,0.0,0.18604651162790697,0.125,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.22077922077922077,0.25,0.19767441860465115,1.393,128.501,4.307,0
roberta-base,ocr,5,999,0.5671398043632507,0.0018,0.27979274611398963,0.2918918918918919,0.28571428571428575,0.8484848484848485,0.37681159420289856,0.6842105263157895,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.6153846153846154,0.47058823529411764,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.4555160142348755,0.3422459893048128,0.6808510638297872,0.2771084337349397,0.19658119658119658,0.46938775510204084,0.0,0.0,0.0,0.2051282051282051,0.14285714285714285,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.23225806451612907,0.2608695652173913,0.20930232558139536,1.3988,127.967,4.289,0
roberta-base,ocr,10,42,0.5982659459114075,0.0018,0.24917491749174916,0.27207207207207207,0.26012058570198104,0.8438095238095238,0.3384615384615385,0.7333333333333333,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.46428571428571425,0.5909090909090909,0.38235294117647056,0.0,0.0,0.0,0.05,0.5,0.02631578947368421,0.4039087947882736,0.29107981220657275,0.6595744680851063,0.25301204819277107,0.1794871794871795,0.42857142857142855,0.0,0.0,0.0,0.15384615384615385,0.0975609756097561,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.23684210526315788,0.2727272727272727,0.20930232558139536,1.4738,121.451,4.071,0
roberta-base,ocr,10,123,0.5866092443466187,0.0018,0.2612312811980033,0.2828828828828829,0.27162629757785467,0.8441558441558441,0.3582089552238806,0.7058823529411765,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.45614035087719296,0.5652173913043478,0.38235294117647056,0.0,0.0,0.0,0.1,1.0,0.05263157894736842,0.4276315789473684,0.30952380952380953,0.6914893617021277,0.24778761061946902,0.17427385892116182,0.42857142857142855,0.0,0.0,0.0,0.2325581395348837,0.15625,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.26865671641791045,0.20930232558139536,1.5173,117.975,3.954,0
roberta-base,ocr,10,999,0.591279923915863,0.0018,0.2635135135135135,0.2810810810810811,0.27201394943330426,0.8408658008658009,0.34374999999999994,0.7857142857142857,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.49180327868852464,0.5555555555555556,0.4411764705882353,0.0,0.0,0.0,0.048780487804878044,0.3333333333333333,0.02631578947368421,0.39365079365079364,0.28054298642533937,0.6595744680851063,0.28398791540785495,0.2017167381974249,0.47959183673469385,0.0,0.0,0.0,0.2222222222222222,0.16,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.21476510067114093,0.25396825396825395,0.18604651162790697,1.4109,126.867,4.253,0
